t90_error,fluence_error,flux_1024_time,flux_64_error,flnc_band_ampl_neg_err,flnc_band_epeak,flnc_band_epeak_neg_err,flnc_band_alpha_pos_err,flnc_band_beta,flnc_band_beta_pos_err,flnc_spectrum_start,actual_1024ms_interval,actual_256ms_interval,actual_64ms_interval,back_interval_low_start,bcat_detector_mask,bcatalog,bii,duration_energy_high,duration_energy_low,error_radius,flnc_band_ergflux_error,flnc_band_redchisq,flnc_band_redfitstat,flnc_comp_epeak,flnc_comp_index_pos_err,flnc_comp_phtfluxb,flnc_comp_pivot,flnc_plaw_pivot,flnc_sbpl_brken,flnc_sbpl_brksc,flnc_sbpl_indx1,flnc_sbpl_indx1_pos_err,flnc_sbpl_indx2_neg_err,flnc_sbpl_phtflux_error,flnc_sbpl_pivot,flu_high,flu_low,fluence_batse_error,lii,pflx_band_alpha,pflx_band_ampl,pflx_band_beta,pflx_band_beta_pos_err,pflx_band_epeak_pos_err,pflx_band_redfitstat,pflx_comp_ampl_pos_err,pflx_comp_pivot,pflx_plaw_dof,pflx_plaw_index,pflx_plaw_index_neg_err,pflx_plaw_pivot,pflx_sbpl_brken_pos_err,pflx_sbpl_brksc,pflx_sbpl_indx1,pflx_sbpl_indx2,pflx_sbpl_pivot,scat_detector_mask,scatalog,t50,t50_error,t50_start
3.999,4.78e-08,-3.584,1.1797,0.000312636,326.5507,138.2485,0.09892547,-16.29688,116303100.0,-49.152,1.024,0.256,0.064,-100.0,11000000000000.0,3,34.4304,300,50,0.01,1.18e-08,0.979,1.191,317.03,0.09011614,0.2832723,100,100,972.8865,0.3,-1.488218,0.06639233,440.5856,0.0446627,100,1000,10,2.55e-08,117.189,-1.444646,0.002840806,-2.0366,3.444066,19265.7,1.158,0.000435106,100,480,-1.516897,0.09582829,100,78404.74,0.3,-1.393612,-15.10628,100,11000000000000.0,3,57.088,5.526,-21.76
2.996,5.09e-08,9.728,0.9786,0.000415343,208.8682,34.72857,0.05913783,-2.681372,0.9169436,-5.12,1.024,0.256,0.064,-63.12,11010000000000.0,3,-17.7698,300,50,0.001,8e-09,1.106,1.861,218.5893,0.05006206,0.4663842,100,100,204.6462,0.3,-1.395249,0.04057634,2.120929,0.02914343,100,1000,10,2.9e-08,123.0329,-0.7098443,0.01961548,-2.40729,4.145556,68.63374,1.049,0.003098662,100,483,-1.463021,0.03144264,100,51.64238,0.3,-0.8061213,-2.152456,100,11010000000000.0,3,23.808,0.923,8.704
0.572,4.16e-08,0.832,1.7044,0.006316118,119.3859,2.63829,0.03931591,-3.853243,1.199809,-1.024,1.024,0.256,0.064,-15.94,1100000000000.0,0,-24.7378,300,50,0.001,2.39e-08,1.03,1.071,121.1111,0.03586149,3.817561,100,100,125.5895,0.3,-0.7897203,0.03339505,0.2808196,0.08731493,100,1000,10,2.18e-08,152.2295,0.03309076,0.4314881,-3.781988,0.7692082,4.145599,1.037,0.03988743,100,483,-1.540955,0.01149476,100,12.8958,0.3,-0.478788,-3.890055,100,1100000000000.0,3,4.096,0.572,1.792
0.362,3.27e-08,0.64,1.3787,0.00745777,117.4481,6.458504,0.1003964,-2.867576,0.4827375,-1.024,1.024,0.256,0.064,-11.67,11000000000.0,0,58.9626,300,50,0.0009,2.89e-08,0.933,0.999,125.4316,0.08692884,1.85114,100,100,111.4558,0.3,-0.801757,0.07810551,0.5516915,0.1067742,100,1000,10,1.67e-08,85.929,-0.1132362,0.1113499,-2.914453,0.8176441,15.05743,1.121,0.0154374,100,362,-1.498475,0.02098608,100,22.30662,0.3,-0.5048453,-3.089321,100,11000000010.0,3,2.176,0.143,0.64
5.473,6.36e-08,8.896,1.3498,0.000972303,139.4526,10.31381,0.05044651,-13.72695,1080067.0,-5.12,1.024,0.256,0.064,-67.71,11010000000000.0,0,-9.6664,300,50,0.0001,7.63e-09,1.098,1.262,137.197,0.05806363,0.7212709,100,100,455.2196,0.3,-1.295788,0.03790686,62.43125,0.04232687,100,1000,10,3.58e-08,146.6771,-0.5240326,0.04178376,-2.631181,5.827134,20.79799,0.89,0.01023644,100,483,-1.614518,0.04247558,100,32.06594,0.3,-0.8446712,-2.779388,100,11010000000000.0,3,11.776,0.724,3.84
0.607,3.3e-08,-0.192,1.9159,0.1829253,27.8143,6.640205,0.5374551,-1.891174,0.07405281,-1.024,1.024,0.256,0.064,-6.67,11000.0,3,-16.3017,300,50,0.033,3.08e-08,1.004,1.023,181.7697,0.114367,0.9486682,100,100,10.18528,0.3,1.357946,10.03044,0.07816637,0.1773491,100,1000,10,2.09e-08,188.7474,0.4585195,2.292287,-1.871837,0.07347906,7.146687,1.143,0.005718574,100,359,-1.738249,0.03873599,100,11.11411,0.3,0.562352,-1.924564,100,11001.0,3,0.768,0.264,0.0
0.264,2.7e-08,1.472,1.6967,0.0270775,122.6534,10.95879,0.4182584,-2.590923,3.617894,-1.024,1.024,0.256,0.064,-15.0,100100.0,3,9.5348,300,50,0.0011,3.71e-08,1.155,1.209,148.5474,0.10925,2.000023,100,100,112.7648,0.3,-0.7136501,0.1092792,0.4964421,0.1528207,100,1000,10,1.71e-08,68.7467,0.02089646,0.0840476,-5.737813,18.61441,13.23521,1.073,0.015929,100,358,-1.477442,0.02690518,100,31.16708,0.3,-0.3236584,-3.383871,100,100101.0,3,1.536,0.181,0.448
2.429,8.91e-08,12.608,1.3644,0.000735652,293.0999,17.98215,0.02806282,-1.965969,0.05182135,-2.048,1.024,0.256,0.064,-64.38,11010000.0,3,-34.8079,300,50,0.0016,8.77e-09,1.137,1.489,418.7392,0.01795721,1.949549,100,100,134.3385,0.3,-0.9496671,0.02448988,0.04042423,0.03658397,100,1000,10,5.19e-08,53.4605,-0.6554416,0.06468754,-2.297178,0.1763125,35.01279,1.022,0.002638455,100,477,-1.352667,0.008250952,100,33.83881,0.3,-0.8166981,-2.344385,100,11010001.0,3,8.192,0.724,11.264
0.923,3.51e-08,0.128,1.4775,0.0016497,179.0658,10.06595,0.04552185,-10.26742,11710.62,-1.024,1.024,0.256,0.064,-15.25,10011000000000.0,3,84.6399,300,50,0.001,2.09e-08,1.054,1.185,178.2984,0.05321437,2.048507,100,100,193.245,0.3,-1.069379,0.04274821,0.9086511,0.09612598,100,1000,10,1.93e-08,102.495,-0.5241858,0.08734064,-8.262344,594.6045,11.38359,1.096,0.007407755,100,479,-1.490506,0.012303,100,42.24179,0.3,-0.8095261,-3.58075,100,10011000000000.0,3,3.133,0.768,0.003
1.717,6.28e-08,-0.192,1.5245,0.007989432,92.11484,28.7276,0.2786348,-1.969501,0.2347429,-8.192,1.024,0.256,0.064,-22.92,11100100000000.0,3,70.3916,300,50,0.0011,2.49e-08,1.134,1.203,182.0705,0.1060616,0.8692667,100,100,45.66321,0.3,-0.92434,0.2498061,0.1786525,0.1031449,100,1000,10,3.15e-08,319.1273,-1.035487,0.01709367,-3.312663,7.812786,60.70581,1.123,0.002682741,100,361,-1.536191,0.03941417,100,13547.13,0.3,-1.245296,-34.85751,100,1100000000000.0,3,11.008,3.874,-0.256
4.891,3.72e-08,1.536,1.1273,0.002386543,178.354,19.283,0.155467,-2.058786,0.1662433,-2.048,1.024,0.256,0.064,-41.67,11100.0,3,43.411,300,50,0.05,1.44e-08,1.068,1.305,257.5836,0.1076274,0.7134259,100,100,118.8631,0.3,-0.6297128,0.1117439,0.2327008,0.05326147,100,1000,10,2.03e-08,190.8682,1.020998,0.07804997,-1.949084,0.4425455,29.56773,1.052,0.006069951,100,361,-1.372408,0.04963923,100,32.92244,0.3,0.2457937,-2.122651,100,1101.0,3,16.384,1.28,4.096
1.557,2.98e-08,2.56,1.0293,0.001391918,183.0128,28.65834,0.09012961,-2.221711,0.4398146,-1.024,1.024,0.256,0.064,-23.12,10011000000000.0,3,-29.8935,300,50,0.05,1.93e-08,1.051,1.176,225.4318,0.06925631,0.954699,100,100,138.7059,0.3,-1.218428,0.06169224,0.4199138,0.07413356,100,1000,10,1.61e-08,266.4743,-0.9519915,0.02027395,-8.476257,5190.972,28.12119,0.992,0.00416318,100,486,-1.593496,0.03900468,100,2950.232,0.3,-1.221518,-27.46678,100,10011000010.0,3,3.84,0.572,1.536
0.143,1.28e-07,2.144,2.0358,0.001648694,347.1643,7.897125,0.01381653,-2.60086,0.1021128,0.0,1.024,0.256,0.064,-23.75,11100000000000.0,3,34.5897,300,50,0.0005,3.17e-08,1.767,2.006,378.9971,0.01048243,10.30734,100,100,210.9769,0.3,-0.8261181,0.01153714,0.04490185,0.09832714,100,1000,10,6.46e-08,152.2764,-0.4062731,0.3892051,-2.540754,0.09228587,9.993988,1.398,0.008484811,100,362,-1.430538,0.006752211,100,9.592728,0.3,-0.5779811,-2.41928,100,1000000000000.0,3,4.416,0.143,1.888
0.81,5.53e-08,11.136,2.075,0.000640944,428.7387,21.0563,0.01830173,-2.108333,0.05751586,-2.048,1.024,0.256,0.064,-28.33,11000000000.0,3,-36.929,300,50,0.001,1.6e-08,1.411,3.028,543.009,0.01261777,3.229887,100,100,184.6422,0.3,-0.9459493,0.01591224,0.03298902,0.0470426,100,1000,10,3.03e-08,333.1533,-0.6716088,0.1183522,-2.185592,0.0837779,34.57434,1.212,0.003227718,100,361,-1.362097,0.006102204,100,23.21161,0.3,-0.7765229,-2.128407,100,11000000010.0,3,6.4,0.572,7.936
1.072,4.85e-08,0.512,1.5567,0.005210979,64.60679,5.907547,0.09779596,-2.431415,0.1824112,0.0,1.024,0.256,0.064,-13.96,10011000000000.0,3,-36.9894,300,50,0.12,1.82e-08,0.966,1.016,78.44886,0.05809856,1.385002,100,100,55.59552,0.3,-1.386953,0.07806873,0.1517937,0.1002661,100,1000,10,2.46e-08,270.426,-0.7650297,0.223845,-2.768522,0.2798607,3.79319,1.096,0.02391106,100,482,-1.915965,0.0212183,100,8.666607,0.3,-1.109954,-2.929735,100,10011000000000.0,3,2.304,0.362,0.576
3.974,5.86e-08,5.056,1.2189,0.005852828,148.3135,18.26552,0.2777175,-2.158425,0.198478,-2.048,1.024,0.256,0.064,-57.81,10011000000000.0,3,43.2487,300,50,0.05,1.18e-08,1.224,2.253,208.532,0.1409189,0.6604146,100,100,99.54613,0.3,-0.3203302,0.2077784,0.2586789,0.05697073,100,1000,10,3.08e-08,317.5006,1.73014,0.3839247,-1.698827,0.2329267,35.46854,1.077,0.0040579,100,483,-1.415111,0.06562269,100,43.24904,0.3,1.284601,-1.767399,100,11010000010.0,3,21.504,1.95,5.376
5.753,2.84e-07,17.088,1.4057,0.000287468,281.2231,17.10788,0.01675737,-2.130837,0.0939343,-3.072,1.024,0.256,0.064,-98.96,11000.0,3,-52.3663,300,50,0.0014,6.11e-09,1.36,5.023,338.6978,0.01263952,1.285933,100,100,157.3003,0.3,-1.329,0.01480555,0.07746673,0.0215864,100,1000,10,1.51e-07,329.5217,-0.8433983,0.04265036,-2.128292,0.3317983,50.88795,1.136,0.002833307,100,361,-1.462084,0.01706493,100,38.95747,0.3,-0.9649983,-2.097487,100,11001.0,3,32.001,0.923,17.152
1.145,6.1e-08,0.384,1.3695,0.000601053,201.4024,24.47328,0.04735708,-1.954743,0.09463394,-1.024,1.024,0.256,0.064,-45.0,11010000000000.0,3,28.4889,300,50,0.0005,8.69e-09,1.053,2.134,281.8397,0.03392041,0.871596,100,100,118.6109,0.3,-1.354967,0.03091335,0.1046181,0.0387036,100,1000,10,3.53e-08,90.4834,-0.8553781,0.04509535,-2.048722,0.1927848,31.14519,1.14,0.003478415,100,482,-1.503613,0.01816702,100,25.40742,0.3,-1.026371,-2.142974,100,11010000000000.0,3,108.034,0.572,3.84
4.382,3.11e-08,3.904,1.0419,0.004219495,118.6465,50.3334,0.2809638,-13.26562,142116.7,-2.048,1.024,0.256,0.064,-37.5,11100000.0,3,-50.9918,300,50,0.0006,2.97e-08,1.078,1.289,118.4973,0.2016814,0.4271865,100,100,66.21308,0.3,-0.1399672,0.2962853,0.4459155,0.04442705,100,1000,10,1.69e-08,250.6046,0.01858217,0.02061376,-12.44063,182486.5,30.57074,1.019,0.03025982,100,483,-1.50702,0.1580998,100,1856.648,0.3,-0.2832562,-38.89709,100,11100001.0,3,21.248,1.145,5.376
0.81,1.5e-07,16.576,2.3206,0.0003058,355.1942,9.876739,0.009913445,-2.231822,0.04756474,-15.36,1.024,0.256,0.064,-136.67,11010000000000.0,3,20.1139,300,50,0.5,6.47e-09,1.233,2.765,428.5726,0.007553339,2.707636,100,100,204.6008,0.3,-1.122669,0.007765174,0.03389335,0.02459484,100,1000,10,8.03e-08,109.6901,-0.751977,0.2869022,-2.255389,0.06687522,15.27154,1.233,0.00484249,100,480,-1.423895,0.004411817,100,11.91623,0.3,-0.8889272,-2.241976,100,11010000000000.0,3,55.041,1.305,13.824
0.923,3.88e-08,2.944,1.1844,0.002009569,111.0276,12.43951,0.09898472,-4.491007,16.98335,-2.048,1.024,0.256,0.064,-12.25,11011100000000.0,3,-33.017,300,50,4.44,2.94e-08,0.957,1.013,111.2548,0.09857345,0.763109,100,100,119.6966,0.3,-1.366312,0.09356761,2.13766,0.08663517,100,1000,10,2.01e-08,212.0396,-0.1477841,0.127434,-2.630126,0.5063026,10.32464,1.014,0.02289607,100,480,-1.614709,0.03117645,100,19.72482,0.3,-0.505437,-2.707871,100,1010100000000.0,3,3.584,0.724,0.256
8.693,6.87e-08,4.224,1.3561,0.000718915,998.4908,4625.175,0.1746576,-1.611608,0.3198296,-47.104,1.024,0.256,0.064,-63.12,1100000.0,3,-2.6358,300,50,0.05,1.58e-08,1.041,1.313,43192.77,0.04652,0.3616959,100,100,264.875,0.3,-1.529214,0.08989892,3.751517,0.07144522,100,1000,10,3.92e-08,84.2068,-1.069087,0.00436616,-2.285885,2571.82,1806.266,1.106,0.00077469,100,360,-1.403166,0.08952391,100,265.0932,0.3,-1.094452,-2.023841,100,1100001.0,3,50.944,4.471,7.168
0.572,1.85e-07,188.707,4.0872,0.000153055,471.4631,6.44516,0.004351914,-2.181805,0.02017593,-44.001,1.024,0.256,0.064,-87.5,11010000.0,3,-19.1915,300,50,0.0008,5.54e-09,4.291,9.28,550.5272,0.003932416,3.286313,100,100,229.2731,0.3,-1.02076,0.004024029,0.01389122,0.01439604,100,1000,10,9.78e-08,51.6957,-0.5019029,0.7300962,-2.04933,0.01969171,15.19769,2.572,0.003954411,100,482,-1.262033,0.001755118,100,7.470566,0.3,-0.5931694,-1.992912,100,11010001.0,3,12.032,0.362,192.291
0.923,3.52e-08,14.144,0.9912,0.000385191,277.4902,21.3526,0.03633702,-2.6519,1.504112,-2.048,1.024,0.256,0.064,-45.62,11110100.0,3,14.2104,300,50,0.0006,9.98e-09,1.153,2.043,290.7479,0.03256655,0.821448,100,100,196.3,0.3,-1.148096,0.03053021,0.3809171,0.02892254,100,1000,10,1.94e-08,121.0777,-0.7675132,0.02500002,-4.488411,22.43604,36.90533,1.304,0.003532898,100,482,-1.474497,0.0286262,100,7789.408,0.3,-1.071069,-50.16008,100,1100101.0,3,14.08,0.572,9.728
21.723,2.48e-07,9.984,1.6377,0.001888371,71.38837,4.175407,0.08785904,-2.819347,0.9033592,-62.464,1.024,0.256,0.064,-135.83,11000100000.0,3,57.9349,300,50,0.005,6.56e-09,1.043,3.281,75.85142,0.05837023,0.4652094,100,100,70.55442,0.3,-1.272507,0.0691278,0.285187,0.03049089,100,1000,10,1.31e-07,6.1642,-1.018988,0.02114122,-2.028896,3.246361,58.73652,1.077,0.004608617,100,483,-1.694351,0.06172252,100,121.9343,0.3,-1.176283,-2.070247,100,11000100010.0,3,45.569,2.757,-11.776
1.493,4.67e-08,6.976,1.2863,0.001376887,169.0234,14.42115,0.08587098,-19.19174,412864700.0,-5.12,1.024,0.256,0.064,-29.69,11100.0,3,-37.9242,300,50,0.0005,1.15e-08,1.093,1.183,169.7206,0.08364666,0.7586913,100,100,191.6377,0.3,-1.029613,0.06389451,2.973384,0.05305604,100,1000,10,2.61e-08,68.6889,-0.5176876,0.03300422,-11.96093,154897.1,27.06123,0.971,0.006302994,100,480,-1.452412,0.02671969,100,134.2134,0.3,-0.8580763,-5.165954,100,11101.0,3,13.824,0.572,2.304
10.861,6.31e-08,4.288,2.0925,0.001253251,238.5753,40.76678,0.1010174,-2.370707,0.7765486,-21.504,1.024,0.256,0.064,-48.75,100000000.0,3,46.7528,300,50,0.05,2.28e-08,1.025,1.37,277.1774,0.09377599,1.009357,100,100,202.2557,0.3,-1.193814,0.06864691,0.705878,0.1112883,100,1000,10,3.1e-08,177.7118,-1.229788,0.01341168,-5.099497,123.8307,138.0267,1.108,0.002926178,100,240,-1.598824,0.05229402,100,24658.97,0.3,-1.370692,-32.74343,100,100000010.0,3,10.24,1.81,-5.12
0.659,1.07e-07,116.417,2.2973,0.002805354,80.66521,3.045052,0.05158222,-3.022733,0.5140963,-1.024,1.024,0.256,0.064,-31.25,1100000000000.0,3,-45.581,300,50,0.02,7.34e-09,1.234,1.792,85.03552,0.03286296,0.9820347,100,100,57.54595,0.3,-0.9540197,0.05357295,0.09235239,0.02941499,100,1000,10,6.17e-08,17.2459,-0.8129429,0.09280808,-3.131097,29.20988,7.182095,1.083,0.02184387,100,361,-1.815113,0.03492188,100,22.31349,0.3,-1.161272,-3.407961,100,1100000000000.0,3,77.249,0.429,37.248
0.724,4.3e-08,26.304,1.4451,0.001238265,146.4098,42.60725,0.09784293,-1.954407,0.1622082,-1.024,1.024,0.256,0.064,-34.06,11000100000.0,3,-9.9027,300,50,0.001,1e-08,1.171,2.064,214.0376,0.06022954,0.6515654,100,100,41.88963,0.3,-0.9091569,0.2291611,0.1144623,0.04546124,100,1000,10,2.37e-08,77.0518,-0.8779568,0.0212852,-13.78125,1629616.0,58.74482,1.113,0.003157657,100,483,-1.497521,0.02949202,100,3926.084,0.3,-1.124051,-21.34644,100,11000100010.0,3,15.616,0.81,16.64
15.625,6.94e-08,1.344,1.0251,0.000815454,170.5814,16.6028,0.07394362,-2.484201,0.7537668,-1.024,1.024,0.256,0.064,-44.58,11010000.0,3,36.9703,300,50,2.24,1.43e-08,1.135,1.355,182.8747,0.07343352,0.6499398,100,100,226.0691,0.3,-1.263519,0.04434252,25.20885,0.04910821,100,1000,10,3.92e-08,177.0983,0.380112,0.04096381,-20.76562,240108500.0,24.08433,0.916,0.0136593,100,480,-1.364767,0.03076243,100,45.23965,0.3,-0.0559219,-3.724383,100,11010001.0,3,11.264,2.064,2.304
4.136,7.91e-08,4.48,2.3153,0.001618571,112.5081,58.78961,0.2231841,-20.46363,23839230000.0,-5.12,1.024,0.256,0.064,-37.5,100100.0,3,-37.9543,300,50,0.02,3.28e-08,1.017,1.086,106.5551,0.229312,0.5361494,100,100,656.9496,0.3,-1.829051,0.1368468,190.4184,0.2378868,100,1000,10,4.58e-08,285.6978,-1.35393,0.007677003,-1.964418,0.718823,573.9954,1.159,0.004491085,100,360,-1.667692,0.1298232,100,11293.94,0.3,-1.370126,-26.88957,100,100101.0,3,30.72,5.345,0.512
0.724,1.27e-07,61.697,1.8332,0.000204692,481.389,11.22754,0.008669436,-2.512255,0.1021073,-50.176,1.024,0.256,0.064,-45.83,11000000000000.0,3,22.4792,300,50,0.08,8.56e-09,3.143,5.729,512.8174,0.00781101,2.672343,100,100,253.445,0.3,-1.063214,0.007864237,0.03778338,0.02507946,100,1000,10,6.33e-08,18.3422,-0.6951514,0.06384778,-1.961652,0.115278,74.22562,1.157,0.002296258,100,484,-1.368078,0.008903742,100,26.73761,0.3,-0.7868059,-1.927535,100,11000000000000.0,3,38.145,0.572,34.048
0.572,6.62e-08,29.504,1.2817,0.000569603,267.0131,9.287598,0.01996177,-2.354012,0.08888054,-2.048,1.024,0.256,0.064,-43.23,11010100.0,3,31.5408,300,50,0.05,8.13e-09,1.638,2.949,313.6977,0.01460731,2.040397,100,100,167.1247,0.3,-0.957657,0.01482987,0.05839276,0.02695529,100,1000,10,3.42e-08,331.6824,-0.6743485,0.07004703,-2.246194,0.3195491,41.19186,1.112,0.003642701,100,480,-1.402893,0.01015365,100,26.67932,0.3,-0.806985,-2.16201,100,11010001.0,3,32.256,0.572,22.016
2.096,5.88e-08,2.112,2.5531,0.00208582,111.7947,9.032044,0.05949867,-2.383,0.0,-2.048,1.024,0.256,0.064,-30.83,100100000000.0,3,-53.2424,300,50,0.05,1.37e-08,0.932,1.05,145.1661,0.04393411,1.674485,100,100,93.52895,0.3,-1.433466,0.04975045,0.157697,0.1037069,100,1000,10,3.03e-08,113.8088,-1.180363,0.05481445,-2.128429,0.1949129,27.46353,1.064,0.004437894,100,363,-1.714998,0.02391934,100,29.17049,0.3,-1.327697,-2.178038,100,100100000000.0,3,5.632,0.362,1.6
1.377,6.31e-08,9.408,2.4401,0.003314236,97.87684,7.644142,0.06922966,-2.302791,0.1083407,-4.096,1.024,0.256,0.064,-25.0,100100.0,3,81.1152,300,50,0.0005,1.46e-08,1.186,1.463,127.2918,0.04283476,1.49466,100,100,67.73265,0.3,-1.163221,0.06208205,0.1015129,0.07052909,100,1000,10,3.34e-08,295.8114,-0.6936916,0.1343175,-2.440069,0.2491331,15.09003,1.06,0.008098193,100,361,-1.585758,0.01242292,100,19.64005,0.3,-0.8746672,-2.397401,100,100101.0,4,3.584,0.572,7.68
1.493,2.88e-08,0.256,1.5939,0.001643668,95.06614,13.38795,0.1087928,-24.3375,771324000000.0,-57.344,1.024,0.256,0.064,-25.75,1000100000.0,3,37.4048,300,50,0.027,1.26e-08,1.023,1.231,95.64741,0.1080346,0.5979471,100,100,99.53458,0.3,-1.476719,0.1068424,7.047645,0.07483303,100,1000,10,1.58e-08,57.7173,-1.295936,0.0155653,-16.04443,139087700.0,81.88161,1.007,0.00358777,100,363,-1.654659,0.05176175,100,21.91029,0.3,18.79809,-1.876434,100,1000100010.0,4,13.056,0.572,1.024
0.81,9.85e-08,68.161,4.4113,0.001215912,137.6615,1.426697,0.00593555,-2.190824,0.008671284,-5.12,1.024,0.256,0.064,-52.08,100100.0,3,-36.9178,300,50,0.0233,8.22e-09,12.21,19.443,194.3926,0.003495693,9.510889,100,100,75.26706,0.3,-1.185427,0.006103039,0.007458925,0.03830048,100,1000,10,5.15e-08,205.4795,-0.8242991,0.45123,-2.439501,0.08469272,12.06168,1.229,0.008310497,100,361,-1.505991,0.004052639,100,11.22659,0.3,-0.9505326,-2.342114,100,100101.0,4,37.121,0.362,31.745
4.615,3.77e-08,60.096,1.8726,1.247908,17.54226,4.136939,1.114082,-2.135376,0.09541511,1.024,1.024,0.256,0.064,-43.33,10011000000000.0,3,51.3387,300,50,0.001,7.17e-09,1.127,1.876,203.4997,0.000109508,0.2024969,100,100,0.007680344,0.3,-0.3185156,2628.554,0.04385328,0.3236922,100,1000,10,1.91e-08,188.8969,-0.2104918,0.1240139,-1.762101,0.3170896,98.47354,0.987,0.000247588,100,484,-1.72888,0.183427,100,125.9997,0.3,-0.213875,-1.720897,100,10011000000000.0,4,39.424,4.536,18.688
1.448,9.85e-08,3.712,1.3108,0.07019713,35.19973,17.02047,0.7705464,-2.130016,0.1681018,-3.072,1.024,0.256,0.064,-27.08,1100100.0,4,26.4471,300,50,0.0016,1.81e-08,0.984,1.126,14095.7,0.0614792,0.4346113,100,100,9.698462,0.3,2.995184,13.53376,0.1066346,0.1103602,100,1000,10,5.23e-08,213.1474,0.05499281,0.2665087,-2.157055,0.899368,16.67559,1.138,0.000771606,100,482,-1.795233,0.08116484,100,18.00777,0.3,7.52746,-2.12732,100,1100101.0,3,6.656,1.493,-0.256
0.572,3.58e-08,15.04,1.7276,0.009385727,102.9579,4.485496,0.07725251,-3.355582,1.473141,-52.224,1.024,0.256,0.064,-18.25,1001100000.0,3,-13.8771,300,50,0.0005,2.11e-08,1.308,2.154,106.2349,0.05495992,2.193854,100,100,78.18468,0.3,-0.6596161,0.07542926,0.1966436,0.08356021,100,1000,10,1.69e-08,233.6223,0.6245674,1.18341,-2.683451,0.3721559,7.779957,1.068,0.09129107,100,240,-1.6936,0.03755116,100,10.18703,0.3,0.06564628,-2.903399,100,100001.0,3,9.472,0.572,6.656
1.332,9.34e-08,1.216,2.9152,0.001819008,175.6301,49.78793,0.1156129,-1.660401,0.03474212,-1.024,1.024,0.256,0.064,-19.5,1000100000.0,3,-57.3341,300,50,0.001,1.41e-08,1.176,5.965,203721.7,0.01769853,0.981518,100,100,51.26053,0.3,-1.276994,0.1085165,0.0367862,0.1091101,100,1000,10,5.49e-08,318.0005,-0.1590785,0.1039275,-1.83628,0.1775742,29.02921,1.243,0.002642661,100,364,-1.572666,0.03866828,100,20.60239,0.3,-0.581808,-1.89326,100,1000100010.0,3,18.752,1.747,3.008
1.557,4.29e-08,3.712,1.0285,0.000725189,350.7898,32.24808,0.04122126,-1.966854,0.1031804,-2.048,1.024,0.256,0.064,-26.88,11110100.0,3,-49.8409,300,50,0.3,1.45e-08,1.061,1.353,483.7761,0.02898389,1.444351,100,100,170.9013,0.3,-0.900881,0.03106415,0.08201516,0.04089889,100,1000,10,2.34e-08,306.74,-0.6431018,0.04627,-1.945806,0.174121,69.47879,1.029,0.002320703,100,484,-1.351194,0.01141608,100,25.80749,0.3,-0.7483687,-1.917588,100,11100001.0,3,6.144,0.362,3.584
0.362,9.03e-08,15.872,2.6555,0.000141533,479.1875,6.942112,0.004844875,-2.0001,0.3694811,-58.368,1.024,0.256,0.064,-72.5,11110100.0,3,-63.0664,300,50,0.0014,1.5e-08,2.185,2.185,647.3784,0.004138545,4.461712,100,100,274.528,0.3,-1.209478,0.004830882,0.01873369,0.1643297,100,1000,10,4.97e-08,94.8399,-0.8856388,0.339547,-2.0001,0.1745569,15.10054,0.663,0.003120697,100,476,-1.371895,0.005082156,100,0.1749004,0.3,20.0,-1.500665,100,11100001.0,5,16.64,0.362,11.264
